hosp,procs,procCount,infCount,sir,ci-low,ci-high,comp
"TWIN CITIES COMMUNITY HOSP, TEMPLETON",Thoracic Surgery,<20,,,,,
"UHS-CORONA, INC.",Thoracic Surgery,<20,,,,,
"CORONA REGIONAL MED CTR, CAMPUS #1",Thoracic Surgery,,,,,,
"CORONA REGIONAL MED CTR, CAMPUS #2",Thoracic Surgery,,,,,,
"UKIAH VALLEY MED CTR/HOSP DRIVE, UKIAH",Thoracic Surgery,<20,,,,,
"UNIVERSITY OF CALIFORNIA DAVIS MED CTR, SACRAMENTO",Thoracic Surgery,226,1,0.55,0.01,3.06,N.D.
"UNIVERSAL HEALTH SERVICES OF RANCHO SPRINGS, INC.",Thoracic Surgery,<20,,,,,
"SOUTHWEST HEALTHCARE SYSTEMS, MURRIETA",Thoracic Surgery,,,,,,
"SOUTHWEST HEALTHCARE SYSTEMS, WILDOMAR",Thoracic Surgery,,,,,,
"UNIVERSITY OF CALIFORNIA IRVINE MED CTR, ORANGE",Thoracic Surgery,130,0,0.00*,0.00,4.27,N.D.*
"UNIVERSITY OF CALIFORNIA, SAN DIEGO",Thoracic Surgery,142,1,0.80,0.02,4.45,N.D.
"UNIVERSITY OF CALIFORNIA, SAN DIEGO MED CTR",Thoracic Surgery,,,,,,
"UCSD-LA JOLLA, JOHN M.& SALLY B. THORNTON HOSP",Thoracic Surgery,,,,,,
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",Thoracic Surgery,369,1,0.30,0.01,1.66,N.D.
"UCSF MED CTR, SAN FRANCISCO",Thoracic Surgery,,,,,,
"UCSF MED CTR AT MOUNT ZION, SAN FRANCISCO",Thoracic Surgery,,,,,,
"VALLEY PRESBYTERIAN HOSP, VAN NUYS",Thoracic Surgery,69,0,,,,
"VERDUGO HILLS HOSP, GLENDALE",Thoracic Surgery,<20,,,,,
"VICTOR VALLEY COMMUNITY HOSP, VICTORVILLE",Thoracic Surgery,<20,,,,,
"WASHINGTON HOSP, FREMONT",Thoracic Surgery,28,0,,,,
WATSONVILLE COMMUNITY HOSP,Thoracic Surgery,<20,,,,,
"WEST ANAHEIM MED CTR, ANAHEIM",Thoracic Surgery,<20,,,,,
WESTERN MED CTR ANAHEIM,Thoracic Surgery,<20,,,,,
WESTERN MED CTR SANTA ANA,Thoracic Surgery,25,0,,,,
"WHITE MEMORIAL MED CTR, LOS ANGELES",Thoracic Surgery,22,0,,,,
WHITTIER HOSP MED CTR,Thoracic Surgery,<20,,,,,
WOODLAND MEMORIAL HOSP,Thoracic Surgery,<20,,,,,
ADVENTIST HEALTH SYSTEMS,Vaginal Hysterectomy,174,1,0.75,0.02,4.16,N.D.
"ADVENTIST MED CTR, HANFORD",Vaginal Hysterectomy,,,,,,
ADVENTIST MED CTR-SELMA,Vaginal Hysterectomy,,,,,,
"ADVENTIST MED CTR, REEDLEY",Vaginal Hysterectomy,<20,,,,,
"AHMC ANAHEIM REGIONAL MED CTR, ANAHEIM",Vaginal Hysterectomy,34,0,,,,
ALAMEDA COUNTY MED CTR,Vaginal Hysterectomy,22,0,,,,
"ALAMEDA COUNTY MED CTR, OAKLAND",Vaginal Hysterectomy,,,,,,
"ALAMEDA COUNTY MED CTR-FAIRMONT CAMPUS, SAN LEANDRO",Vaginal Hysterectomy,,,,,,
"ALVARADO HOSP, LLC",Vaginal Hysterectomy,<20,,,,,
"ALVARADO HOSP MED CTR, CAMPUS #1, SAN DIEGO",Vaginal Hysterectomy,,,,,,
"ALVARADO HOSP MED CTR, CAMPUS #2, SAN DIEGO",Vaginal Hysterectomy,,,,,,
ANAHEIM GENERAL HOSP,Vaginal Hysterectomy,<20,,,,,
"ANTELOPE VALLEY HOSP, LANCASTER",Vaginal Hysterectomy,45,0,,,,
"ARROWHEAD RGN MED CTR, COLTON",Vaginal Hysterectomy,43,0,,,,
BAKERSFIELD MEMORIAL HOSP,Vaginal Hysterectomy,251,1,1.09*,0.03,6.04,N.D.*
"BANNER LASSEN MED CTR, SUSANVILLE",Vaginal Hysterectomy,<20,,,,,
BARSTOW COMMUNITY HOSP,Vaginal Hysterectomy,<20,,,,,
"BARTON MEMORIAL HOSP, SOUTH LAKE TAHOE",Vaginal Hysterectomy,<20,,,,,
"BEVERLY HOSP, MONTEBELLO",Vaginal Hysterectomy,<20,,,,,
"CALIFORNIA HOSP MED CTR, LOS ANGELES",Vaginal Hysterectomy,<20,,,,,
"CALIFORNIA PACIFIC MED CTR, ST LUKE'S CAMPUS,",Vaginal Hysterectomy,,,,,,
SAN FRANCISCO,Vaginal Hysterectomy,,,,,,
"CEDARS-SINAI MED CTR, LOS ANGELES",Vaginal Hysterectomy,187,3,2.39,0.49,6.98,N.D.
"CENTINELA HOSP MED CTR, INGLEWOOD",Vaginal Hysterectomy,<20,,,,,
"CHAPMAN MED CTR, ORANGE",Vaginal Hysterectomy,<20,,,,,
"CHINESE HOSP, SAN FRANCISCO",Vaginal Hysterectomy,<20,,,,,
"CHINO VALLEY MED CTR, CHINO",Vaginal Hysterectomy,<20,,,,,
"CITRUS VALLEY MED CTR, INC.",Vaginal Hysterectomy,<20,,,,,
"CITRUS VALLEY MED CTR, IC , COVINA",Vaginal Hysterectomy,,,,,,
"CITRUS VALLEY MED CTR, QV, WEST COVINA",Vaginal Hysterectomy,,,,,,
"CITY OF HOPE HELFORD CLINICAL RESEARCH HOSP, DUARTE",Vaginal Hysterectomy,34,0,,,,
"COASTAL COMMUNITIES HOSP, SANTA ANA",Vaginal Hysterectomy,<20,,,,,
"COMMUNITY HOSP OF THE MONTEREY PENINSULA, MONTEREY",Vaginal Hysterectomy,47,0,,,,
COMMUNITY HOSP OF SAN BERNARDINO,Vaginal Hysterectomy,22,0,,,,
"COMMUNITY MEMORIAL HOSP, SAN BUENAVENTURA, VENTURA",Vaginal Hysterectomy,99,2,,,,
"CONTRA COSTA REGIONAL MED CTR, MARTINEZ",Vaginal Hysterectomy,<20,,,,,
COUNTY OF VENTURA,Vaginal Hysterectomy,27,0,,,,
VENTURA COUNTY MED CTR,Vaginal Hysterectomy,,,,,,
"VENTURA COUNTY MED CTR, SANTA PAULA HOSP",Vaginal Hysterectomy,,,,,,
"DAMERON HOSP, STOCKTON",Vaginal Hysterectomy,<20,,,,,
"DESERT REGIONAL MED CTR, PALM SPRINGS",Vaginal Hysterectomy,44,0,,,,
"DESERT VALLEY HOSP, VICTORVILLE",Vaginal Hysterectomy,<20,,,,,
DIGNITY HEALTH,Vaginal Hysterectomy,43,0,,,,
"DOMINICAN HOSP CAMPUS #1, SANTA CRUZ",Vaginal Hysterectomy,,,,,,
"DOMINICAN HOSP CAMPUS #2, SANTA CRUZ",Vaginal Hysterectomy,,,,,,
DIGNITY HEALTH,Vaginal Hysterectomy,158,0,0.00*,0.00,6.40,N.D.*
"MERCY HOSP, BAKERSFIELD",Vaginal Hysterectomy,,,,,,
"MERCY SOUTHWEST HOSP, BAKERSFIELD",Vaginal Hysterectomy,,,,,,
DOCTORS HOSP OF MANTECA,Vaginal Hysterectomy,<20,,,,,
"DOCTORS HOSP OF WEST COVINA, INC, WEST COVINA",Vaginal Hysterectomy,<20,,,,,
"DOCTORS MED CTR, MODESTO",Vaginal Hysterectomy,86,1,,,,
"DOCTORS MED CTR, SAN PABLO",Vaginal Hysterectomy,<20,,,,,
DOWNEY REGIONAL MED CTR,Vaginal Hysterectomy,<20,,,,,
"EARL & LORAINE MILLER CHILDREN'S HOSP, LONG BEACH",Vaginal Hysterectomy,114,1,1.10*,0.03,6.15,N.D.*
"EISENHOWER MED CTR, RANCHO MIRAGE",Vaginal Hysterectomy,65,0,,,,
EL CAMINO HOSP,Vaginal Hysterectomy,,,,,,
"EL CAMINO HOSP, LOS GATOS",Vaginal Hysterectomy,47,0,,,,
"EL CAMINO HOSP, MOUNTAIN VIEW",Vaginal Hysterectomy,185,0,0.00*,0.00,7.14,N.D.*
"EMANUEL MED CTR INC, TURLOCK",Vaginal Hysterectomy,149,1,1.04*,0.03,5.80,N.D.*
ENLOE MED CTR,Vaginal Hysterectomy,36,0,,,,
"ENLOE MED CTR-COHASSET, CHICO",Vaginal Hysterectomy,,,,,,
"ENLOE MED CTR-ESPLANADE, CHICO",Vaginal Hysterectomy,,,,,,
"ENLOE REHABILITATION CTR, CHICO",Vaginal Hysterectomy,,,,,,
"FAIRCHILD MED CTR, YREKA",Vaginal Hysterectomy,42,0,,,,
"FEATHER RIVER HOSP, PARADISE",Vaginal Hysterectomy,48,1,,,,
"FOOTHILL PRESBYTERIAN HSP-JOHNSTON MEMORIAL,",Vaginal Hysterectomy,,,,,,
GLENDORA,Vaginal Hysterectomy,,,,,,
FOUNTAIN VALLEY REGIONAL HOSP & MED CTR,Vaginal Hysterectomy,45,0,,,,
FOUNTAIN VALLEY REGIONAL HOSP & MED CTR,Vaginal Hysterectomy,,,,,,
FOUNTAIN VALLEY REGIONAL HOSP & MED CTR,Vaginal Hysterectomy,,,,,,
"FRANK R. HOWARD MEMORIAL HOSP, WILLITS",Vaginal Hysterectomy,<20,,,,,
FREMONT-RIDEOUT HEALTH GROUP,Vaginal Hysterectomy,<20,,,,,
"FREMONT MED CTR, YUBA CITY",Vaginal Hysterectomy,,,,,,
"RIDEOUT MEMORIAL HOSP, MARYSVILLE",Vaginal Hysterectomy,,,,,,
"FRENCH HOSP MED CTR, SAN LUIS OBISPO",Vaginal Hysterectomy,48,1,,,,
FRESNO SURGICAL HOSP,Vaginal Hysterectomy,21,0,,,,
GARDEN GROVE HOSP AND MED CTR,Vaginal Hysterectomy,<20,,,,,
"GARFIELD MED CTR, MONTEREY PARK",Vaginal Hysterectomy,29,0,,,,
"GEORGE L. MEE MEMORIAL HOSP, KING CITY",Vaginal Hysterectomy,<20,,,,,
GLENDALE ADVENTIST MED CTR,Vaginal Hysterectomy,74,0,,,,
GLENDALE MEMORIAL HOSP AND HEALTH CTR,Vaginal Hysterectomy,35,0,,,,
"GOLETA VALLEY COTTAGE HOSP, SANTA BARBARA",Vaginal Hysterectomy,<20,,,,,
"GOOD SAMARITAN HOSP, LOS ANGELES",Vaginal Hysterectomy,<20,,,,,
"GOOD SAMARITAN HOSP, LP",Vaginal Hysterectomy,94,0,,,,
"MISSION OAKS HOSP, LOS GATOS",Vaginal Hysterectomy,,,,,,
"GOOD SAMARITAN HOSP, SAN JOSE",Vaginal Hysterectomy,,,,,,
"GROSSMONT HOSP, LA MESA",Vaginal Hysterectomy,113,0,0.00*,0.00,9.61,N.D.*
"HAZEL HAWKINS MEMORIAL HOSP, HOLLISTER",Vaginal Hysterectomy,37,0,,,,
HEMET VALLEY MED CTR,Vaginal Hysterectomy,30,1,,,,
"HENRY MAYO NEWHALL MEMORIAL HOSP, VALENCIA",Vaginal Hysterectomy,103,0,0.00*,0.00,10.16,N.D.*
"HI-DESERT MED CTR, JOSHUA TREE",Vaginal Hysterectomy,<20,,,,,
"HOAG MEMORIAL HOSP PRESBYTERIAN, INC",Vaginal Hysterectomy,37,0,,,,
"HOAG HOSPITAL, IRVINE",Vaginal Hysterectomy,,,,,,
"HOAG MEMORIAL HOSP PRESBYTERIAN, NEWPORT BEACH",Vaginal Hysterectomy,,,,,,
"HOLLYWOOD PRESBYTERIAN MED CTR, LOS ANGELES",Vaginal Hysterectomy,<20,,,,,
HOSPITAL COMMITTEE AREA LIVERMORE PLEASANTON,Vaginal Hysterectomy,29,0,,,,
"VALLEYCARE MEDICAL CENTER, PLEASANTON",Vaginal Hysterectomy,,,,,,
"VALLEY MEMORIAL HOSPITAL, LIVERMORE",Vaginal Hysterectomy,,,,,,
"HUNTINGTON MEMORIAL HOSP, PASADENA",Vaginal Hysterectomy,126,1,1.38*,0.04,7.66,N.D.*
"JOHN F. KENNEDY MEMORIAL HOSP, INDIO",Vaginal Hysterectomy,<20,,,,,
"JOHN MUIR MED CTR, WALNUT CREEK",Vaginal Hysterectomy,82,0,,,,
"KAISER FOUNDATION HOSP, ANTIOCH",Vaginal Hysterectomy,116,1,2.68*,0.07,14.94,N.D.*
"KAISER FOUNDATION HOSP, BALDWIN PARK",Vaginal Hysterectomy,82,0,,,,
"KAISER FOUNDATION HOSP-DOWNEY, BELLFLOWER",Vaginal Hysterectomy,99,0,,,,
"KAISER FOUNDATION HOSP, FRESNO",Vaginal Hysterectomy,24,0,,,,
"KAISER FOUNDATION HOSP, LOS ANGELES",Vaginal Hysterectomy,47,0,,,,
"KAISER FOUNDATION HOSP, MORENO VALLEY",Vaginal Hysterectomy,31,0,,,,
"KAISER FOUNDATION HOSP, REDWOOD CITY",Vaginal Hysterectomy,26,0,,,,
"KAISER FOUNDATION HOSP, RIVERSIDE",Vaginal Hysterectomy,63,0,,,,
"KAISER FOUNDATION HOSP, ROSEVILLE",Vaginal Hysterectomy,157,0,0.00*,0.00,7.51,N.D.*
"KAISER FOUNDATION HOSP, SACRAMENTO",Vaginal Hysterectomy,98,0,,,,
"KAISER FOUNDATION HOSP, SAN DIEGO",Vaginal Hysterectomy,34,0,,,,
"KAISER FOUNDATION HOSP, SAN FRANCISCO",Vaginal Hysterectomy,31,0,,,,
KAISER FOUNDATION HOSP-SAN JOSE,Vaginal Hysterectomy,102,0,0.00*,0.00,11.25,N.D.*
"KAISER FOUNDATION HOSP, SAN RAFAEL",Vaginal Hysterectomy,28,0,,,,
KAISER FOUNDATION HOSP-SANTA CLARA,Vaginal Hysterectomy,99,0,,,,
"KAISER FOUNDATION HOSP, SANTA ROSA",Vaginal Hysterectomy,<20,,,,,
"KAISER FOUNDATION HOSP SOUTH BAY, HARBOR CITY",Vaginal Hysterectomy,24,0,,,,
KAISER FOUNDATION HOSP-SOUTH SACRAMENTO,Vaginal Hysterectomy,65,0,,,,
"KAISER FOUNDATION HOSP, SOUTH SAN FRANCISCO",Vaginal Hysterectomy,26,0,,,,
"KAISER FOUNDATION HOSP, VACAVILLE",Vaginal Hysterectomy,<20,,,,,
"KAISER FOUNDATION HOSP & REHAB. CTR, VALLEJO",Vaginal Hysterectomy,33,0,,,,
KAISER FOUNDATION HOSP-WALNUT CREEK,Vaginal Hysterectomy,52,0,,,,
"KAISER FOUNDATION HOSP-WEST LA, LOS ANGELES",Vaginal Hysterectomy,38,0,,,,
"KAISER FOUNDATION HOSP, WOODLAND HILLS",Vaginal Hysterectomy,53,0,,,,
KAISER FOUNDATION HOSPS,Vaginal Hysterectomy,80,0,,,,
KAISER FOUNDATION HOSP-ANAHEIM MEDICAL CENTER,Vaginal Hysterectomy,,,,,,
KAISER FOUNDATION HOSP-LAKEVIEW MEDICAL CENTER,Vaginal Hysterectomy,,,,,,
KAISER FOUNDATION HOSPS,Vaginal Hysterectomy,,,,,,
"KAISER FOUNDATION HOSP, IRVINE",Vaginal Hysterectomy,93,0,,,,
KAISER FOUNDATION HOSPS,Vaginal Hysterectomy,,,,,,
"KAISER FOUNDATION HOSP, FONTANA",Vaginal Hysterectomy,474,0,0.00,0.00,2.25,N.D.
"KAISER FOUNDATION HOSP, ONTARIO",Vaginal Hysterectomy,217,0,0.00,0.00,2.03,N.D.
KAISER FOUNDATION HOSPS,Vaginal Hysterectomy,50,0,,,,
"KAISER FOUNDATION HOSP, FREMONT",Vaginal Hysterectomy,,,,,,
"KAISER FOUNDATION HOSP, HAYWARD/FREMONT",Vaginal Hysterectomy,,,,,,
KAISER FOUNDATION HOSPS,Vaginal Hysterectomy,158,2,3.41*,0.41,12.31,N.D.*
"KAISER FOUNDATION HOSP, MODESTO",Vaginal Hysterectomy,,,,,,
"KAISER FOUNDATION HOSP, MANTECA",Vaginal Hysterectomy,,,,,,
KAISER FOUNDATION HOSPS,Vaginal Hysterectomy,51,1,,,,
"KAISER FOUNDATION HOSP, OAKLAND/RICHMOND",Vaginal Hysterectomy,,,,,,
"KAISER FOUNDATION HOSP, RICHMOND CAMPUS",Vaginal Hysterectomy,,,,,,
"KAWEAH DELTA MED CTR, VISALIA",Vaginal Hysterectomy,89,1,,,,
"KECK HOSP OF USC, LOS ANGELES",Vaginal Hysterectomy,<20,,,,,
"KERN MED CTR, BAKERSFIELD",Vaginal Hysterectomy,40,0,,,,
LA PALMA INTERCOMMUNITY HOSP,Vaginal Hysterectomy,<20,,,,,
"LAC+USC MED CTR, LOS ANGELES",Vaginal Hysterectomy,132,4,3.22,0.88,8.23,N.D.
"LAC/HARBOR-UCLA MED CTR, TORRANCE",Vaginal Hysterectomy,91,1,,,,
LAKEWOOD REGIONAL MED CTR,Vaginal Hysterectomy,21,0,,,,
"LODI MEMORIAL HOSP ASSOCIATION, INC.",Vaginal Hysterectomy,54,0,,,,
LODI MEMORIAL HOSP,Vaginal Hysterectomy,(1RH),,,,,
LODI MEMORIAL HOSP-WEST,Vaginal Hysterectomy,,,,,,
LOMA LINDA UNIVERSITY MED CTR,Vaginal Hysterectomy,63,0,,,,
"LOMA LINDA UNIV HEART & SURGICAL HOSP, REDLANDS",Vaginal Hysterectomy,,,,,,
"LOMA LINDA UNIV MED CTR EAST HOSP, LOMA LINDA",Vaginal Hysterectomy,,,,,,
"LOMA LINDA UNIV MED CTR, LOMA LINDA",Vaginal Hysterectomy,,,,,,
LOMA LINDA UNIVERSITY MEDICAL CENTER - MURRIETA,Vaginal Hysterectomy,28,0,,,,
LOMPOC VALLEY MED CTR,Vaginal Hysterectomy,23,0,,,,
LOS ALAMITOS MED CTR,Vaginal Hysterectomy,54,0,,,,
"LOS ANGELES CO OLIVE VIEW-UCLA MED CTR, SYLMAR",Vaginal Hysterectomy,46,0,,,,
LOS ROBLES REGIONAL MED CTR,Vaginal Hysterectomy,62,0,,,,
"LOS ROBLES HOSP & MED CTR, E , THOUSAND OAKS",Vaginal Hysterectomy,,,,,,
"LOS ROBLES HOSP & MED CTR, THOUSAND OAKS",Vaginal Hysterectomy,,,,,,
THOUSAND OAKS SURGICAL HOSP,Vaginal Hysterectomy,,,,,,
"MAD RIVER COMMUNITY HOSP, ARCATA",Vaginal Hysterectomy,<20,,,,,
MADERA COMMUNITY HOSP,Vaginal Hysterectomy,36,1,,,,
MAMMOTH HOSP,Vaginal Hysterectomy,<20,,,,,
MARIAN REGIONAL MEDICAL CENTER,Vaginal Hysterectomy,,,,,,
MARIAN REGIONAL MEDICAL CENTER,Vaginal Hysterectomy,37,1,,,,
"MARIN GENERAL HOSP, GREENBRAE",Vaginal Hysterectomy,<20,,,,,
MARINA DEL REY HOSP,Vaginal Hysterectomy,<20,,,,,
"MARSHALL MED CTR (1-RH), PLACERVILLE",Vaginal Hysterectomy,38,0,,,,
MEMORIAL HOSP LOS BANOS,Vaginal Hysterectomy,<20,,,,,
MEMORIAL HOSP OF GARDENA,Vaginal Hysterectomy,<20,,,,,
"MEMORIAL MED CTR, MODESTO",Vaginal Hysterectomy,65,0,,,,
"MENDOCINO COAST DISTRICT HOSP, FORT BRAGG",Vaginal Hysterectomy,<20,,,,,
"MERCY GENERAL HOSP, SACRAMENTO",Vaginal Hysterectomy,71,0,,,,
MERCY HOSP OF FOLSOM,Vaginal Hysterectomy,36,0,,,,
MERCY MED CTR MERCED,Vaginal Hysterectomy,<20,,,,,
MERCY MED CTR MT. SHASTA,Vaginal Hysterectomy,<20,,,,,
MERCY MED CTR REDDING,Vaginal Hysterectomy,96,0,,,,
"MERCY SAN JUAN MED CTR, CARMICHAEL",Vaginal Hysterectomy,94,0,,,,
METHODIST HOSP OF SACRAMENTO,Vaginal Hysterectomy,31,0,,,,
"METHODIST HOSP OF SOUTHERN CA, ARCADIA",Vaginal Hysterectomy,77,0,,,,
MILLS-PENINSULA HEALTH SERVICES,Vaginal Hysterectomy,37,0,,,,
"MILLS HEALTH CTR, SAN MATEO",Vaginal Hysterectomy,,,,,,
"MILLS-PENINSULA MED CTR, BURLINGAME",Vaginal Hysterectomy,,,,,,
"MISSION COMMUNITY HOSP, PANORAMA",Vaginal Hysterectomy,<20,,,,,
MISSION HOSP REGIONAL MED CTR,Vaginal Hysterectomy,,,,,,
"MISSION HOSP REGIONAL MED CTR, MISSION VIEJO",Vaginal Hysterectomy,91,0,,,,
MONTCLAIR HOSP MED CTR,Vaginal Hysterectomy,<20,,,,,
MONTEREY PARK HOSP,Vaginal Hysterectomy,29,0,,,,
"NATIVIDAD MED CTR, SALINAS",Vaginal Hysterectomy,24,0,,,,
NORTHBAY HEALTHCARE GROUP,Vaginal Hysterectomy,,,,,,
"NORTHBAY MED CTR, FAIRFIELD",Vaginal Hysterectomy,23,0,,,,
"NORTHERN INYO HOSP, BISHOP",Vaginal Hysterectomy,<20,,,,,
NORTHRIDGE HOSP MED CTR,Vaginal Hysterectomy,44,0,,,,
NOVATO COMMUNITY HOSP,Vaginal Hysterectomy,<20,,,,,
"O'CONNOR HOSP, SAN JOSE",Vaginal Hysterectomy,42,0,,,,
"OAK VALLEY HOSP DISTRICT (2-RH), OAKDALE",Vaginal Hysterectomy,<20,,,,,
"OJAI VALLEY COMMUNITY HOSP, OJAI",Vaginal Hysterectomy,<20,,,,,
"OLYMPIA MED CTR, LOS ANGELES",Vaginal Hysterectomy,<20,,,,,
"ORANGE COAST MEMORIAL MED CTR, FOUNTAIN VALLEY",Vaginal Hysterectomy,<20,,,,,
PACIFIC ALLIANCE MED CTR,Vaginal Hysterectomy,24,0,,,,
PACIFIC HOSP OF LONG BEACH,Vaginal Hysterectomy,<20,,,,,
"PALO VERDE HOSP, BLYTHE",Vaginal Hysterectomy,<20,,,,,
PALOMAR HEALTH,Vaginal Hysterectomy,116,1,2.71*,0.07,15.10,N.D.*
"PALOMAR HEALTH DOWNTOWN CAMPUS, ESCONDIDO",Vaginal Hysterectomy,,,,,,
"PALOMAR MED CTR, ESCONDIDO",Vaginal Hysterectomy,,,,,,
"PARKVIEW COMMUNITY HOSP MED CTR, RIVERSIDE",Vaginal Hysterectomy,21,0,,,,
PATIENTS' HOSP OF REDDING,Vaginal Hysterectomy,<20,,,,,
"PETALUMA VALLEY HOSP, PETALUMA",Vaginal Hysterectomy,<20,,,,,
"PIONEERS MEMORIAL HEALTHCARE DISTRICT, BRAWLEY",Vaginal Hysterectomy,<20,,,,,
PLACENTIA LINDA HOSP,Vaginal Hysterectomy,32,0,,,,
"POMERADO HOSP, POWAY",Vaginal Hysterectomy,36,0,,,,
"POMONA VALLEY HOSP MED CTR, POMONA",Vaginal Hysterectomy,44,0,,,,
"PRESBYTERIAN INTERCOMMUNITY HOSP, WHITTIER",Vaginal Hysterectomy,67,0,,,,
"PROVIDENCE HOLY CROSS MED CTR, MISSION HILLS",Vaginal Hysterectomy,63,0,,,,
"PROVIDENCE LITTLE COMPANY OF MARY MED CTR,",Vaginal Hysterectomy,,,,,,
SAN PEDRO,Vaginal Hysterectomy,,,,,,
"PROVIDENCE LITTLE COMPANY OF MARY MED CTR, TORRANCE",Vaginal Hysterectomy,37,0,,,,
"PROVIDENCE SAINT JOSEPH MED CTR, BURBANK",Vaginal Hysterectomy,152,0,0.00*,0.00,8.89,N.D.*
"PROVIDENCE TARZANA MED CTR, TARZANA",Vaginal Hysterectomy,43,0,,,,
"QUEEN OF THE VALLEY MED CTR, NAPA",Vaginal Hysterectomy,<20,,,,,
REDLANDS COMMUNITY HOSP,Vaginal Hysterectomy,108,0,0.00*,0.00,10.00,N.D.*
"REDWOOD MEMORIAL HOSP, FORTUNA",Vaginal Hysterectomy,20,0,,,,
REGIONAL MED CTR OF SAN JOSE,Vaginal Hysterectomy,21,0,,,,
RIDGECREST REGIONAL HOSP,Vaginal Hysterectomy,<20,,,,,
RIVERSIDE COMMUNITY HOSP,Vaginal Hysterectomy,149,0,0.00*,0.00,7.77,N.D.*
"RIVERSIDE COUNTY REGIONAL MED CTR, MORENO VALLEY",Vaginal Hysterectomy,41,0,,,,
"RONALD REAGAN UCLA MED CTR, LOS ANGELES",Vaginal Hysterectomy,21,0,,,,
SADDLEBACK MEMORIAL MED CTR,Vaginal Hysterectomy,40,0,,,,
"SADDLEBACK MEMORIAL MED CTR, LAGUNA HILLS",Vaginal Hysterectomy,,,,,,
SADDLEBACK MEMORIAL MED CTR-SAN CLEMENTE,Vaginal Hysterectomy,,,,,,
"SAINT AGNES MED CTR, FRESNO",Vaginal Hysterectomy,96,0,,,,
"SAINT FRANCIS MED CTR, LYNWOOD",Vaginal Hysterectomy,<20,,,,,
"SAINT JOHN'S HEALTH CTR, SANTA MONICA",Vaginal Hysterectomy,43,0,,,,
"SAINT LOUISE REGIONAL HOSP, GILROY",Vaginal Hysterectomy,26,0,,,,
"SAINT VINCENT MED CTR, LOS ANGELES",Vaginal Hysterectomy,<20,,,,,
SALINAS VALLEY MEMORIAL HOSP,Vaginal Hysterectomy,76,0,,,,
"SAN ANTONIO COMMUNITY HOSP, UPLAND",Vaginal Hysterectomy,40,0,,,,
SAN DIMAS COMMUNITY HOSP,Vaginal Hysterectomy,<20,,,,,
SAN FRANCISCO GENERAL HOSP,Vaginal Hysterectomy,40,2,,,,
"SAN GABRIEL VALLEY MED CTR, SAN GABRIEL",Vaginal Hysterectomy,21,0,,,,
"SAN GORGONIO MEMORIAL HOSP, BANNING",Vaginal Hysterectomy,<20,,,,,
"SAN JOAQUIN COMMUNITY HOSP, BAKERSFIELD",Vaginal Hysterectomy,212,0,0.00*,0.00,4.52,N.D.*
"SAN JOAQUIN GENERAL HOSP, FRENCH P",Vaginal Hysterectomy,21,0,,,,
SAN MATEO MED CTR,Vaginal Hysterectomy,30,0,,,,
"SAN RAMON REGIONAL MED CTR, INC.",Vaginal Hysterectomy,<20,,,,,
SAN RAMON REGIONAL MED CTR,Vaginal Hysterectomy,,,,,,
SAN RAMON REGIONAL MED CTR SOUTH BUILDING,Vaginal Hysterectomy,,,,,,
SANTA BARBARA COTTAGE HOSPITAL,Vaginal Hysterectomy,26,0,,,,
SANTA BARBARA COTTAGE HOSP,Vaginal Hysterectomy,,,,,,
REHABILITATION INSTITUTE AT SANTA BARBARA,Vaginal Hysterectomy,,,,,,
"SANTA CLARA VALLEY MED CTR, SAN JOSE",Vaginal Hysterectomy,87,0,,,,
"SANTA MONICA, UCLA MED CTR AND ORTHOPAEDIC",Vaginal Hysterectomy,<20,,,,,
SANTA ROSA MEMORIAL HOSP,Vaginal Hysterectomy,23,0,,,,
"SCRIPPS GREEN HOSP, LA JOLLA",Vaginal Hysterectomy,<20,,,,,
SCRIPPS HEALTH,Vaginal Hysterectomy,<20,,,,,
"SCRIPPS MERCY HOSP, SAN DIEGO",Vaginal Hysterectomy,,,,,,
SCRIPPS MERCY HOSP CHULA VISTA,Vaginal Hysterectomy,,,,,,
"SCRIPPS MEMORIAL HOSP, ENCINITAS",Vaginal Hysterectomy,<20,,,,,
"SCRIPPS MEMORIAL HOSP, LA JOLLA",Vaginal Hysterectomy,31,0,,,,
"SEQUOIA HOSP, REDWOOD CITY",Vaginal Hysterectomy,72,0,,,,
SETON MED CTR,Vaginal Hysterectomy,<20,,,,,
"SETON MED CTR-COASTSIDE, MOSS BEACH",Vaginal Hysterectomy,,,,,,
"SETON MED CTR, DALY CITY",Vaginal Hysterectomy,,,,,,
SHARP CHULA VISTA MED CTR,Vaginal Hysterectomy,144,1,1.92*,0.05,10.67,N.D.*
"SHARP MARY BIRCH FOR WOMEN & NEWBORNS, SAN DIEGO",Vaginal Hysterectomy,172,1,1.78*,0.05,9.93,N.D.*
"SHASTA REGIONAL MED CTR, REDDING",Vaginal Hysterectomy,44,0,,,,
"SIERRA NEVADA MEMORIAL HOSP, GRASS VALLEY",Vaginal Hysterectomy,26,0,,,,
"SIERRA VIEW DISTRICT HOSP, PORTERVILLE",Vaginal Hysterectomy,<20,,,,,
"SIERRA VISTA REGIONAL MED CTR, SAN LUIS OBISPO",Vaginal Hysterectomy,21,0,,,,
