hosp,procs,procCount,infCount,sir,ci-low,ci-high,comp
"GOOD SAMARITAN HOSP, LOS ANGELES",Open Reduction of Fracture Surgery,64,0,0.00,0.00,3.34,N.D.
"GOOD SAMARITAN HOSP, LP",Open Reduction of Fracture Surgery,191,0,0.00,0.00,1.34,N.D.
"MISSION OAKS HOSP, LOS GATOS",Open Reduction of Fracture Surgery,,,,,,
"GOOD SAMARITAN HOSP, SAN JOSE",Open Reduction of Fracture Surgery,,,,,,
"HAZEL HAWKINS MEMORIAL HOSP, HOLLISTER",Open Reduction of Fracture Surgery,35,0,,,,
HEALDSBURG DISTRICT HOSP,Open Reduction of Fracture Surgery,24,0,,,,
HEMET VALLEY MED CTR,Open Reduction of Fracture Surgery,206,1,0.40,0.01,2.20,N.D.
"HENRY MAYO NEWHALL MEMORIAL HOSP, VALENCIA",Open Reduction of Fracture Surgery,201,1,0.40,0.01,2.20,N.D.
"HI-DESERT MED CTR, JOSHUA TREE",Open Reduction of Fracture Surgery,<20,,,,,
"HOAG MEMORIAL HOSP PRESBYTERIAN, INC",Open Reduction of Fracture Surgery,64,1,,,,
"HOAG HOSPITAL, IRVINE",Open Reduction of Fracture Surgery,,,,,,
"HOAG MEMORIAL HOSP PRESBYTERIAN, NEWPORT BEACH",Open Reduction of Fracture Surgery,,,,,,
HOAG ORTHOPEDIC HOSPITAL,Open Reduction of Fracture Surgery,91,0,,,,
HOLLYWOOD COMMUNITY HOSP OF HOLLYWOOD,Open Reduction of Fracture Surgery,<20,,,,,
"HOLLYWOOD PRESBYTERIAN MED CTR, LOS ANGELES",Open Reduction of Fracture Surgery,74,0,0.00,0.00,3.01,N.D.
HOSPITAL COMMITTEE AREA LIVERMORE PLEASANTON,Open Reduction of Fracture Surgery,82,0,,,,
"VALLEYCARE MEDICAL CENTER, PLEASANTON",Open Reduction of Fracture Surgery,,,,,,
"VALLEY MEMORIAL HOSPITAL, LIVERMORE",Open Reduction of Fracture Surgery,,,,,,
HUNTINGTON BEACH HOSP,Open Reduction of Fracture Surgery,34,0,,,,
"HUNTINGTON MEMORIAL HOSP, PASADENA",Open Reduction of Fracture Surgery,441,1,0.18,0.00,0.98,Low
"JOHN F. KENNEDY MEMORIAL HOSP, INDIO",Open Reduction of Fracture Surgery,83,0,,,,
"JOHN MUIR MED CTR, CONCORD",Open Reduction of Fracture Surgery,83,0,0.00,0.00,3.55,N.D.
"JOHN MUIR MED CTR, WALNUT CREEK",Open Reduction of Fracture Surgery,355,1,0.22,0.01,1.21,N.D.
"KAISER FOUNDATION HOSP, ANTIOCH",Open Reduction of Fracture Surgery,63,0,,,,
"KAISER FOUNDATION HOSP, BALDWIN PARK",Open Reduction of Fracture Surgery,138,0,0.00,0.00,1.36,N.D.
"KAISER FOUNDATION HOSP-DOWNEY, BELLFLOWER",Open Reduction of Fracture Surgery,142,1,0.47,0.01,2.61,N.D.
"KAISER FOUNDATION HOSP, FRESNO",Open Reduction of Fracture Surgery,90,0,,,,
"KAISER FOUNDATION HOSP, LOS ANGELES",Open Reduction of Fracture Surgery,107,0,0.00,0.00,2.83,N.D.
"KAISER FOUNDATION HOSP, MORENO VALLEY",Open Reduction of Fracture Surgery,20,0,,,,
"KAISER FOUNDATION HOSP, PANORAMA CITY",Open Reduction of Fracture Surgery,177,0,0.00,0.00,1.66,N.D.
"KAISER FOUNDATION HOSP, REDWOOD CITY",Open Reduction of Fracture Surgery,55,0,,,,
"KAISER FOUNDATION HOSP, RIVERSIDE",Open Reduction of Fracture Surgery,213,0,0.00,0.00,1.17,N.D.
"KAISER FOUNDATION HOSP, ROSEVILLE",Open Reduction of Fracture Surgery,296,1,0.25,0.01,1.38,N.D.
"KAISER FOUNDATION HOSP, SACRAMENTO",Open Reduction of Fracture Surgery,193,0,0.00,0.00,1.18,N.D.
"KAISER FOUNDATION HOSP, SAN DIEGO",Open Reduction of Fracture Surgery,396,0,0.00,0.00,0.68,Low
"KAISER FOUNDATION HOSP, SAN FRANCISCO",Open Reduction of Fracture Surgery,81,0,0.00,0.00,3.29,N.D.
KAISER FOUNDATION HOSP-SAN JOSE,Open Reduction of Fracture Surgery,150,1,0.79,0.02,4.39,N.D.
"KAISER FOUNDATION HOSP, SAN RAFAEL",Open Reduction of Fracture Surgery,140,0,0.00,0.00,2.72,N.D.
KAISER FOUNDATION HOSP-SANTA CLARA,Open Reduction of Fracture Surgery,173,1,0.39,0.01,2.16,N.D.
"KAISER FOUNDATION HOSP, SANTA ROSA",Open Reduction of Fracture Surgery,126,2,1.90,0.23,6.85,N.D.
"KAISER FOUNDATION HOSP SOUTH BAY, HARBOR CITY",Open Reduction of Fracture Surgery,62,0,,,,
KAISER FOUNDATION HOSP-SOUTH SACRAMENTO,Open Reduction of Fracture Surgery,302,0,0.00,0.00,0.78,Low
"KAISER FOUNDATION HOSP, SOUTH SAN FRANCISCO",Open Reduction of Fracture Surgery,119,1,1.13*,0.03,6.27,N.D.*
"KAISER FOUNDATION HOSP, VACAVILLE",Open Reduction of Fracture Surgery,114,1,0.89,0.02,4.96,N.D.
"KAISER FOUNDATION HOSP & REHAB. CTR, VALLEJO",Open Reduction of Fracture Surgery,168,0,0.00,0.00,1.36,N.D.
KAISER FOUNDATION HOSP-WALNUT CREEK,Open Reduction of Fracture Surgery,267,6,1.50,0.55,3.27,N.D.
"KAISER FOUNDATION HOSP-WEST LA, LOS ANGELES",Open Reduction of Fracture Surgery,108,0,0.00,0.00,2.31,N.D.
"KAISER FOUNDATION HOSP, WOODLAND HILLS",Open Reduction of Fracture Surgery,202,0,0.00,0.00,1.33,N.D.
KAISER FOUNDATION HOSPS,Open Reduction of Fracture Surgery,67,0,,,,
KAISER FOUNDATION HOSP-ANAHEIM MEDICAL CENTER,Open Reduction of Fracture Surgery,,,,,,
KAISER FOUNDATION HOSP-LAKEVIEW MEDICAL CENTER,Open Reduction of Fracture Surgery,,,,,,
KAISER FOUNDATION HOSPS,Open Reduction of Fracture Surgery,,,,,,
"KAISER FOUNDATION HOSP, IRVINE",Open Reduction of Fracture Surgery,245,1,0.48,0.01,2.65,N.D.
KAISER FOUNDATION HOSPS,Open Reduction of Fracture Surgery,,,,,,
"KAISER FOUNDATION HOSP, FONTANA",Open Reduction of Fracture Surgery,334,0,0.00,0.00,0.87,Low
"KAISER FOUNDATION HOSP, ONTARIO",Open Reduction of Fracture Surgery,47,0,,,,
KAISER FOUNDATION HOSPS,Open Reduction of Fracture Surgery,194,0,0.00,0.00,1.41,N.D.
"KAISER FOUNDATION HOSP, FREMONT",Open Reduction of Fracture Surgery,,,,,,
"KAISER FOUNDATION HOSP, HAYWARD/FREMONT",Open Reduction of Fracture Surgery,,,,,,
KAISER FOUNDATION HOSPS,Open Reduction of Fracture Surgery,156,0,0.00,0.00,1.64,N.D.
"KAISER FOUNDATION HOSP, MODESTO",Open Reduction of Fracture Surgery,,,,,,
"KAISER FOUNDATION HOSP, MANTECA",Open Reduction of Fracture Surgery,,,,,,
KAISER FOUNDATION HOSPS,Open Reduction of Fracture Surgery,292,1,0.20,0.01,1.09,N.D.
"KAISER FOUNDATION HOSP, OAKLAND/RICHMOND",Open Reduction of Fracture Surgery,,,,,,
"KAISER FOUNDATION HOSP, RICHMOND CAMPUS",Open Reduction of Fracture Surgery,,,,,,
"KAWEAH DELTA MED CTR, VISALIA",Open Reduction of Fracture Surgery,175,0,0.00,0.00,1.69,N.D.
"KECK HOSP OF USC, LOS ANGELES",Open Reduction of Fracture Surgery,51,0,0.00,0.00,3.41,N.D.
"KERN MED CTR, BAKERSFIELD",Open Reduction of Fracture Surgery,203,8,2.62,1.13,5.17,High
LA PALMA INTERCOMMUNITY HOSP,Open Reduction of Fracture Surgery,41,0,,,,
"LAC+USC MED CTR, LOS ANGELES",Open Reduction of Fracture Surgery,623,0,0.00,0.00,0.27,Low
"LAC/HARBOR-UCLA MED CTR, TORRANCE",Open Reduction of Fracture Surgery,567,0,0.00,0.00,0.42,Low
LAKEWOOD REGIONAL MED CTR,Open Reduction of Fracture Surgery,83,0,,,,
"LODI MEMORIAL HOSP ASSOCIATION, INC.",Open Reduction of Fracture Surgery,66,0,,,,
LODI MEMORIAL HOSP,Open Reduction of Fracture Surgery,(1RH),,,,,
LODI MEMORIAL HOSP-WEST,Open Reduction of Fracture Surgery,,,,,,
LOMA LINDA UNIVERSITY MED CTR,Open Reduction of Fracture Surgery,133,1,0.49,0.01,2.71,N.D.
"LOMA LINDA UNIV HEART & SURGICAL HOSP, REDLANDS",Open Reduction of Fracture Surgery,,,,,,
"LOMA LINDA UNIV MED CTR EAST HOSP, LOMA LINDA",Open Reduction of Fracture Surgery,,,,,,
"LOMA LINDA UNIV MED CTR, LOMA LINDA",Open Reduction of Fracture Surgery,,,,,,
LOMA LINDA UNIVERSITY MEDICAL CENTER - MURRIETA,Open Reduction of Fracture Surgery,45,0,,,,
LOMPOC VALLEY MED CTR,Open Reduction of Fracture Surgery,38,0,,,,
"LONG BEACH MEMORIAL MED CTR, LONG BEACH",Open Reduction of Fracture Surgery,296,1,0.25,0.01,1.37,N.D.
LOS ALAMITOS MED CTR,Open Reduction of Fracture Surgery,136,2,1.65,0.20,5.97,N.D.
"LOS ANGELES CO OLIVE VIEW-UCLA MED CTR, SYLMAR",Open Reduction of Fracture Surgery,<20,,,,,
LOS ROBLES REGIONAL MED CTR,Open Reduction of Fracture Surgery,270,2,0.50,0.06,1.82,N.D.
"LOS ROBLES HOSP & MED CTR, E , THOUSAND OAKS",Open Reduction of Fracture Surgery,,,,,,
"LOS ROBLES HOSP & MED CTR, THOUSAND OAKS",Open Reduction of Fracture Surgery,,,,,,
THOUSAND OAKS SURGICAL HOSP,Open Reduction of Fracture Surgery,,,,,,
"LUCILE SALTER PACKARD CHILDREN'S HOSP AT STANFORD,",Open Reduction of Fracture Surgery,,,,,,
"MAD RIVER COMMUNITY HOSP, ARCATA",Open Reduction of Fracture Surgery,<20,,,,,
MAMMOTH HOSP,Open Reduction of Fracture Surgery,92,0,,,,
MARIAN REGIONAL MEDICAL CENTER,Open Reduction of Fracture Surgery,,,,,,
MARIAN REGIONAL MEDICAL CENTER,Open Reduction of Fracture Surgery,198,0,0.00,0.00,1.36,N.D.
"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",Open Reduction of Fracture Surgery,37,0,,,,
"MARIN GENERAL HOSP, GREENBRAE",Open Reduction of Fracture Surgery,164,0,0.00,0.00,1.69,N.D.
MARINA DEL REY HOSP,Open Reduction of Fracture Surgery,87,0,,,,
"MARK TWAIN MEDICAL CENTER, SAN ANDREAS",Open Reduction of Fracture Surgery,47,0,,,,
"MARSHALL MED CTR (1-RH), PLACERVILLE",Open Reduction of Fracture Surgery,126,1,1.08*,0.03,6.02,N.D.*
MEMORIAL HOSP OF GARDENA,Open Reduction of Fracture Surgery,50,1,,,,
"MEMORIAL MED CTR, MODESTO",Open Reduction of Fracture Surgery,392,5,0.94,0.31,2.19,N.D.
"MENDOCINO COAST DISTRICT HOSP, FORT BRAGG",Open Reduction of Fracture Surgery,<20,,,,,
"MENIFEE VALLEY MED CTR, SUN CITY",Open Reduction of Fracture Surgery,58,0,,,,
MENLO PARK SURGICAL HOSP,Open Reduction of Fracture Surgery,<20,,,,,
"MERCY GENERAL HOSP, SACRAMENTO",Open Reduction of Fracture Surgery,81,0,0.00,0.00,3.19,N.D.
MERCY HOSP OF FOLSOM,Open Reduction of Fracture Surgery,75,1,,,,
MERCY MED CTR MERCED,Open Reduction of Fracture Surgery,102,0,0.00*,0.00,5.17,N.D.*
MERCY MED CTR MT. SHASTA,Open Reduction of Fracture Surgery,24,0,,,,
MERCY MED CTR REDDING,Open Reduction of Fracture Surgery,278,3,0.76,0.16,2.23,N.D.
"MERCY SAN JUAN MED CTR, CARMICHAEL",Open Reduction of Fracture Surgery,287,2,0.53,0.06,1.90,N.D.
METHODIST HOSP OF SACRAMENTO,Open Reduction of Fracture Surgery,87,1,,,,
"METHODIST HOSP OF SOUTHERN CA, ARCADIA",Open Reduction of Fracture Surgery,215,1,0.33,0.01,1.84,N.D.
MILLS-PENINSULA HEALTH SERVICES,Open Reduction of Fracture Surgery,170,0,0.00,0.00,1.35,N.D.
"MILLS HEALTH CTR, SAN MATEO",Open Reduction of Fracture Surgery,,,,,,
"MILLS-PENINSULA MED CTR, BURLINGAME",Open Reduction of Fracture Surgery,,,,,,
"MISSION COMMUNITY HOSP, PANORAMA",Open Reduction of Fracture Surgery,48,0,,,,
MISSION HOSP REGIONAL MED CTR,Open Reduction of Fracture Surgery,,,,,,
MISSION HOSP LAGUNA BEACH,Open Reduction of Fracture Surgery,67,0,,,,
"MISSION HOSP REGIONAL MED CTR, MISSION VIEJO",Open Reduction of Fracture Surgery,137,1,0.38,0.01,2.14,N.D.
MONTCLAIR HOSP MED CTR,Open Reduction of Fracture Surgery,<20,,,,,
MONTEREY PARK HOSP,Open Reduction of Fracture Surgery,28,1,,,,
"NATIVIDAD MED CTR, SALINAS",Open Reduction of Fracture Surgery,33,1,,,,
NORTHBAY HEALTHCARE GROUP,Open Reduction of Fracture Surgery,,,,,,
"NORTHBAY MED CTR, FAIRFIELD",Open Reduction of Fracture Surgery,73,3,,,,
"NORTHBAY VACAVALLEY HOSP, VACAVILLE",Open Reduction of Fracture Surgery,23,0,,,,
"NORTHERN INYO HOSP, BISHOP",Open Reduction of Fracture Surgery,<20,,,,,
NORTHRIDGE HOSP MED CTR,Open Reduction of Fracture Surgery,282,2,0.61,0.07,2.19,N.D.
NOVATO COMMUNITY HOSP,Open Reduction of Fracture Surgery,34,0,,,,
"O'CONNOR HOSP, SAN JOSE",Open Reduction of Fracture Surgery,105,0,0.00,0.00,2.57,N.D.
"OAK VALLEY HOSP DISTRICT (2-RH), OAKDALE",Open Reduction of Fracture Surgery,<20,,,,,
"OJAI VALLEY COMMUNITY HOSP, OJAI",Open Reduction of Fracture Surgery,46,1,,,,
"OLYMPIA MED CTR, LOS ANGELES",Open Reduction of Fracture Surgery,63,0,,,,
"ORANGE COAST MEMORIAL MED CTR, FOUNTAIN VALLEY",Open Reduction of Fracture Surgery,<20,,,,,
PACIFIC ALLIANCE MED CTR,Open Reduction of Fracture Surgery,23,0,,,,
PACIFIC HOSP OF LONG BEACH,Open Reduction of Fracture Surgery,<20,,,,,
"PACIFICA HOSP OF THE VALLEY, SUN VALLEY",Open Reduction of Fracture Surgery,24,0,,,,
"PALM DRIVE HOSP, SEBASTOPOL",Open Reduction of Fracture Surgery,24,0,,,,
PALMDALE REGIONAL MEDICAL CTR,Open Reduction of Fracture Surgery,72,0,,,,
PALOMAR HEALTH,Open Reduction of Fracture Surgery,340,0,0.00,0.00,0.81,Low
"PALOMAR HEALTH DOWNTOWN CAMPUS, ESCONDIDO",Open Reduction of Fracture Surgery,,,,,,
"PALOMAR MED CTR, ESCONDIDO",Open Reduction of Fracture Surgery,,,,,,
"PARADISE VALLEY HOSP, NATIONAL CITY",Open Reduction of Fracture Surgery,58,0,0.00,0.00,3.49,N.D.
"PARKVIEW COMMUNITY HOSP MED CTR, RIVERSIDE",Open Reduction of Fracture Surgery,46,1,,,,
"PETALUMA VALLEY HOSP, PETALUMA",Open Reduction of Fracture Surgery,47,0,,,,
"PIONEERS MEMORIAL HEALTHCARE DISTRICT, BRAWLEY",Open Reduction of Fracture Surgery,38,0,,,,
PLACENTIA LINDA HOSP,Open Reduction of Fracture Surgery,80,1,,,,
"POMERADO HOSP, POWAY",Open Reduction of Fracture Surgery,76,2,,,,
"POMONA VALLEY HOSP MED CTR, POMONA",Open Reduction of Fracture Surgery,172,3,1.17,0.24,3.42,N.D.
"PRESBYTERIAN INTERCOMMUNITY HOSP, WHITTIER",Open Reduction of Fracture Surgery,200,1,0.37,0.01,2.04,N.D.
"PROVIDENCE HOLY CROSS MED CTR, MISSION HILLS",Open Reduction of Fracture Surgery,290,2,0.56,0.07,2.02,N.D.
"PROVIDENCE LITTLE COMPANY OF MARY MED CTR,",Open Reduction of Fracture Surgery,,,,,,
SAN PEDRO,Open Reduction of Fracture Surgery,,,,,,
"PROVIDENCE LITTLE COMPANY OF MARY MED CTR, TORRANCE",Open Reduction of Fracture Surgery,276,2,0.55,0.07,1.99,N.D.
"PROVIDENCE SAINT JOSEPH MED CTR, BURBANK",Open Reduction of Fracture Surgery,236,4,1.32,0.36,3.38,N.D.
"PROVIDENCE TARZANA MED CTR, TARZANA",Open Reduction of Fracture Surgery,122,0,0.00,0.00,1.85,N.D.
"QUEEN OF THE VALLEY MED CTR, NAPA",Open Reduction of Fracture Surgery,86,0,,,,
"RADY CHILDREN'S HOSP, SAN DIEGO",Open Reduction of Fracture Surgery,357,1,0.44,0.01,2.42,N.D.
REDLANDS COMMUNITY HOSP,Open Reduction of Fracture Surgery,164,1,0.45,0.01,2.49,N.D.
"REDWOOD MEMORIAL HOSP, FORTUNA",Open Reduction of Fracture Surgery,<20,,,,,
REGIONAL MED CTR OF SAN JOSE,Open Reduction of Fracture Surgery,262,1,0.26,0.01,1.46,N.D.
RIDGECREST REGIONAL HOSP,Open Reduction of Fracture Surgery,<20,,,,,
RIVERSIDE COMMUNITY HOSP,Open Reduction of Fracture Surgery,218,1,0.36,0.01,2.02,N.D.
"RIVERSIDE COUNTY REGIONAL MED CTR, MORENO VALLEY",Open Reduction of Fracture Surgery,233,1,0.26,0.01,1.43,N.D.
"RONALD REAGAN UCLA MED CTR, LOS ANGELES",Open Reduction of Fracture Surgery,256,2,0.41,0.05,1.49,N.D.
SADDLEBACK MEMORIAL MED CTR,Open Reduction of Fracture Surgery,276,0,0.00,0.00,0.99,Low
"SADDLEBACK MEMORIAL MED CTR, LAGUNA HILLS",Open Reduction of Fracture Surgery,,,,,,
SADDLEBACK MEMORIAL MED CTR-SAN CLEMENTE,Open Reduction of Fracture Surgery,,,,,,
"SAINT AGNES MED CTR, FRESNO",Open Reduction of Fracture Surgery,250,0,0.00,0.00,1.14,N.D.
"SAINT FRANCIS MED CTR, LYNWOOD",Open Reduction of Fracture Surgery,115,4,2.64,0.72,6.75,N.D.
"SAINT FRANCIS MEMORIAL HOSP, SAN FRANCISCO",Open Reduction of Fracture Surgery,51,0,,,,
"SAINT JOHN'S HEALTH CTR, SANTA MONICA",Open Reduction of Fracture Surgery,170,0,0.00,0.00,1.64,N.D.
"SAINT LOUISE REGIONAL HOSP, GILROY",Open Reduction of Fracture Surgery,<20,,,,,
"SAINT VINCENT MED CTR, LOS ANGELES",Open Reduction of Fracture Surgery,67,0,0.00,0.00,3.65,N.D.
SALINAS VALLEY MEMORIAL HOSP,Open Reduction of Fracture Surgery,99,0,0.00,0.00,2.96,N.D.
"SAN ANTONIO COMMUNITY HOSP, UPLAND",Open Reduction of Fracture Surgery,169,1,0.44,0.01,2.44,N.D.
SAN DIMAS COMMUNITY HOSP,Open Reduction of Fracture Surgery,30,0,,,,
SAN FRANCISCO GENERAL HOSP,Open Reduction of Fracture Surgery,299,0,0.00,0.00,0.57,Low
"SAN GABRIEL VALLEY MED CTR, SAN GABRIEL",Open Reduction of Fracture Surgery,42,0,,,,
"SAN GORGONIO MEMORIAL HOSP, BANNING",Open Reduction of Fracture Surgery,<20,,,,,
"SAN JOAQUIN COMMUNITY HOSP, BAKERSFIELD",Open Reduction of Fracture Surgery,255,1,0.32,0.01,1.79,N.D.
"SAN JOAQUIN GENERAL HOSP, FRENCH P",Open Reduction of Fracture Surgery,197,0,0.00,0.00,2.67,N.D.
SAN MATEO MED CTR,Open Reduction of Fracture Surgery,44,0,,,,
"SAN RAMON REGIONAL MED CTR, INC.",Open Reduction of Fracture Surgery,54,0,,,,
SAN RAMON REGIONAL MED CTR,Open Reduction of Fracture Surgery,,,,,,
SAN RAMON REGIONAL MED CTR SOUTH BUILDING,Open Reduction of Fracture Surgery,,,,,,
SANTA BARBARA COTTAGE HOSPITAL,Open Reduction of Fracture Surgery,377,1,0.15,0.00,0.85,Low
SANTA BARBARA COTTAGE HOSP,Open Reduction of Fracture Surgery,,,,,,
REHABILITATION INSTITUTE AT SANTA BARBARA,Open Reduction of Fracture Surgery,,,,,,
"SANTA CLARA VALLEY MED CTR, SAN JOSE",Open Reduction of Fracture Surgery,416,5,0.73,0.24,1.71,N.D.
"SANTA MONICA, UCLA MED CTR AND ORTHOPAEDIC",Open Reduction of Fracture Surgery,358,1,0.23,0.01,1.30,N.D.
SANTA ROSA MEMORIAL HOSP,Open Reduction of Fracture Surgery,351,2,0.39,0.05,1.39,N.D.
"SCRIPPS GREEN HOSP, LA JOLLA",Open Reduction of Fracture Surgery,39,0,,,,
SCRIPPS HEALTH,Open Reduction of Fracture Surgery,113,0,0.00,0.00,2.42,N.D.
"SCRIPPS MERCY HOSP, SAN DIEGO",Open Reduction of Fracture Surgery,,,,,,
SCRIPPS MERCY HOSP CHULA VISTA,Open Reduction of Fracture Surgery,,,,,,
"SCRIPPS MEMORIAL HOSP, ENCINITAS",Open Reduction of Fracture Surgery,41,0,,,,
"SCRIPPS MEMORIAL HOSP, LA JOLLA",Open Reduction of Fracture Surgery,69,0,,,,
"SEQUOIA HOSP, REDWOOD CITY",Open Reduction of Fracture Surgery,116,1,1.00*,0.03,5.58,N.D.*
SETON MED CTR,Open Reduction of Fracture Surgery,76,0,0.00,0.00,3.59,N.D.
"SETON MED CTR-COASTSIDE, MOSS BEACH",Open Reduction of Fracture Surgery,,,,,,
"SETON MED CTR, DALY CITY",Open Reduction of Fracture Surgery,,,,,,
"SHASTA REGIONAL MED CTR, REDDING",Open Reduction of Fracture Surgery,81,0,,,,
SHERMAN OAKS HOSP,Open Reduction of Fracture Surgery,51,0,,,,
"SHRINERS HOSPS FOR CHILDREN, LOS ANGELES",Open Reduction of Fracture Surgery,<20,,,,,
"SIERRA NEVADA MEMORIAL HOSP, GRASS VALLEY",Open Reduction of Fracture Surgery,69,0,,,,
"SIERRA VIEW DISTRICT HOSP, PORTERVILLE",Open Reduction of Fracture Surgery,53,0,,,,
"SIERRA VISTA REGIONAL MED CTR, SAN LUIS OBISPO",Open Reduction of Fracture Surgery,172,0,0.00,0.00,2.81,N.D.
"SILVER LAKE MED CTR, LOS ANGELES",Open Reduction of Fracture Surgery,<20,,,,,
SIMI VALLEY HOSP & HEALTH CARE SERVICES,Open Reduction of Fracture Surgery,46,1,,,,
SONOMA VALLEY HOSP,Open Reduction of Fracture Surgery,42,0,,,,
SONORA REGIONAL MED CTR,Open Reduction of Fracture Surgery,130,2,1.67,0.20,6.05,N.D.
SONORA REGIONAL MED CTR CAMPUS #1,Open Reduction of Fracture Surgery,,,,,,
SONORA REGIONAL MED CTR CAMPUS #2,Open Reduction of Fracture Surgery,,,,,,
ST BERNARDINE MED CTR,Open Reduction of Fracture Surgery,106,1,0.67,0.02,3.71,N.D.
"ST ELIZABETH COMMUNITY HOSP, RED BLUFF",Open Reduction of Fracture Surgery,<20,,,,,
"ST HELENA HOSP, ST HELENA",Open Reduction of Fracture Surgery,<20,,,,,
"ST JOHN'S PLEASANT VALLEY HOSP, ARILLO",Open Reduction of Fracture Surgery,40,0,,,,
"ST JOHN'S REGIONAL MED CTR, OXNARD",Open Reduction of Fracture Surgery,89,0,0.00,0.00,3.20,N.D.
ST JOSEPH HOSP EUREKA,Open Reduction of Fracture Surgery,,,,,,
"ST JOSEPH HOSP, EUREKA",Open Reduction of Fracture Surgery,107,2,2.40*,0.29,8.67,N.D.*
"ST JOSEPH HOSP, ORANGE",Open Reduction of Fracture Surgery,176,0,0.00,0.00,1.12,N.D.
ST JOSEPH'S MED CTR OF STOCKTON,Open Reduction of Fracture Surgery,132,1,0.62,0.02,3.44,N.D.
"ST JUDE MED CTR, FULLERTON",Open Reduction of Fracture Surgery,311,2,0.51,0.06,1.85,N.D.
"ST MARY MED CTR, APPLE VALLEY",Open Reduction of Fracture Surgery,57,0,,,,
"ST MARY MED CTR, LONG BEACH",Open Reduction of Fracture Surgery,95,0,0.00,0.00,3.13,N.D.
"ST MARY'S MED CTR, SAN FRANCISCO",Open Reduction of Fracture Surgery,66,1,,,,
"ST ROSE HOSP, HAYWARD",Open Reduction of Fracture Surgery,53,0,,,,
"STANFORD HOSP, STANFORD",Open Reduction of Fracture Surgery,425,2,0.23,0.03,0.82,Low
"STANISLAUS SURGICAL HOSP, MODESTO",Open Reduction of Fracture Surgery,<20,,,,,
"SUTTER AMADOR HOSP, JACKSON",Open Reduction of Fracture Surgery,44,0,,,,
"SUTTER AUBURN FAITH HOSP, AUBURN",Open Reduction of Fracture Surgery,103,1,1.16*,0.03,6.44,N.D.*
"SUTTER DAVIS HOSPITAL, DAVIS",Open Reduction of Fracture Surgery,48,0,,,,
"SUTTER DELTA MED CTR, ANTIOCH",Open Reduction of Fracture Surgery,45,1,,,,
SUTTER EAST BAY HOSPS CTR,Open Reduction of Fracture Surgery,85,0,0.00,0.00,2.88,N.D.
"ALTA BATES SUMMIT MED CTR, ALTA BATES CAMPUS, BERKELEY",Open Reduction of Fracture Surgery,,,,,,
"ALTA BATES SUMMIT MED CTR, HERRICK CAMPUS, BERKELEY",Open Reduction of Fracture Surgery,,,,,,
SUTTER EAST BAY HOSPS CTR,Open Reduction of Fracture Surgery,83,0,0.00,0.00,2.87,N.D.
"ALTA BATES SUMMIT MED CTR, OAKLAND",Open Reduction of Fracture Surgery,,,,,,
"ALTA BATES SUMMIT MED CTR, SUMMIT CAMPUS, OAKLAND",Open Reduction of Fracture Surgery,,,,,,
SUTTER HEALTH SACRAMENTO SIERRA REGION,Open Reduction of Fracture Surgery,244,2,0.62,0.08,2.22,N.D.
"SUTTER GENERAL HOSP, SACRAMENTO",Open Reduction of Fracture Surgery,,,,,,
"SUTTER MEMORIAL HOSP, SACRAMENTO",Open Reduction of Fracture Surgery,,,,,,
"SUTTER LAKESIDE HOSP, LAKEPORT",Open Reduction of Fracture Surgery,28,0,,,,
SUTTER MATERNITY & SURGERY CTR OF SANTA CRUZ,Open Reduction of Fracture Surgery,<20,,,,,
"SUTTER MED CTR, CASTRO VALLEY",Open Reduction of Fracture Surgery,109,1,0.98,0.03,5.47,N.D.
"EDEN MED CTR, CASTRO VALLEY",Open Reduction of Fracture Surgery,,,,,,
SAN LEANDRO HOSP,Open Reduction of Fracture Surgery,,,,,,
SUTTER MED CTR OF SANTA ROSA,Open Reduction of Fracture Surgery,83,0,,,,
SUTTER ROSEVILLE MED CTR,Open Reduction of Fracture Surgery,396,1,0.17,0.00,0.93,Low
"SUTTER SOLANO MED CTR, VALLEJO",Open Reduction of Fracture Surgery,53,1,,,,
"SUTTER SURGICAL HOSP, NORTH VALLEY, YUBA CITY",Open Reduction of Fracture Surgery,<20,,,,,
SUTTER TRACY COMMUNITY HOSP,Open Reduction of Fracture Surgery,33,0,,,,
SUTTER WEST BAY HOSPS,Open Reduction of Fracture Surgery,,,,,,
"CALIFORNIA PACIFIC MED CTR, DAVIES CAM HOSP, S F",Open Reduction of Fracture Surgery,44,0,,,,
SUTTER WEST BAY HOSPS,Open Reduction of Fracture Surgery,173,1,0.37,0.01,2.04,N.D.
"CALIFORNIA PACIFIC MED CTR, CA WEST CAM HOSP, S F",Open Reduction of Fracture Surgery,,,,,,
"CALIFORNIA PACIFIC MED CTR, PACIFIC CAM HOSP, S F",Open Reduction of Fracture Surgery,,,,,,
"TAHOE FOREST HOSP, TRUCKEE",Open Reduction of Fracture Surgery,113,0,0.00*,0.00,3.98,N.D.*
"TEMPLE COMMUNITY HOSP, LOS ANGELES",Open Reduction of Fracture Surgery,<20,,,,,
"TORRANCE MEMORIAL MED CTR, TORRANCE",Open Reduction of Fracture Surgery,209,0,0.00,0.00,1.37,N.D.
"TRI-CITY MED CTR, OCEANSIDE",Open Reduction of Fracture Surgery,229,0,0.00,0.00,1.28,N.D.
